TRACT,GEOID,TOTPOP,WHT_PCT,HOUSVCNY_PCT,SQMILES,OI_ALLCOMP-LEV,OI_EDCOMP-LEV,OI_HECOMP-LEV,OI_NBCOMP-LEV,OI_ALLCOMP,OI_EDCOMP,OI_HECOMP,OI_NBCOMP,CNPY_MEAN,CNPY_STD,CNPY_VRTY,CNPY_MED,IMPSRF_MEAN,IMPSRF_STD,IMPSRF_VRTY,IMPSRF_MED
83.80,39049008380,5417,0.758353332,5.82278481,4.47622545,Low,Low,Low,Very Low,-0.335798,-0.411261,-0.098583,-0.49755,14.44520388,16.97926569,91,8,25.33936055,30.73329441,101,7
83.70,39049008370,7384,0.889490791,5.95358224,2.60432729,Moderate,Low,Moderate,Moderate,-0.085509,-0.300625,0.088792,-0.044694,16.27711004,16.94352578,90,11,29.2715753,24.41798186,100,27
83.60,39049008360,6366,0.813540685,5.497022446,1.62911808,Low,Low,Low,Low,-0.245654,-0.424421,-0.17897,-0.133572,19.08146726,18.81236485,91,12,28.18651302,20.64838342,98,29
83.50,39049008350,6684,0.514362657,6.993006993,1.74216019,Low,Low,Moderate,Very Low,-0.311806,-0.461009,0.029028,-0.503438,28.96853216,26.1900011,95,18,26.02271369,27.89100627,101,17
83.40,39049008340,5988,0.757181029,8.394495413,3.32742218,Low,Low,Moderate,Low,-0.294607,-0.492982,-0.062693,-0.328146,13.38127544,15.47514244,85,8,40.49331523,28.61183401,101,39
71.14,39049007114,4823,0.649388348,8.509755085,1.63626891,Very High,Very High,Very High,High,0.505272,0.683514,0.604652,0.227652,17.73370142,18.05565863,91,12,49.09320594,28.84562499,101,50
95.20,39049009520,4308,0.868152275,6.455469217,2.45993393,Low,Low,Low,Very Low,-0.338934,-0.345428,-0.246662,-0.424714,10.28121469,11.58332074,75,6,38.53453878,30.5076401,101,37
94.30,39049009430,7328,0.611626638,5.546330123,4.76991716,Low,Low,High,Very Low,-0.210355,-0.359769,0.15907,-0.430366,21.57935756,24.31955149,93,12,21.45883724,27.39811274,101,6
93.61,39049009361,4770,0.512997904,8.189977562,2.43835647,High,Moderate,High,Very High,0.161501,-0.172726,0.185397,0.471832,30.34255167,23.9830299,93,22,25.93365604,26.8893452,101,19
83.30,39049008330,1744,0.92603211,9.796437659,0.60902028,Low,Low,Low,Very Low,-0.301284,-0.373304,-0.095647,-0.434902,23.42303307,19.94062037,87,17,36.48256146,24.88800205,101,37
83.22,39049008322,4536,0.828483245,10.1488498,0.64807067,Low,Very Low,Moderate,Low,-0.357285,-0.90155,-0.027218,-0.143086,12.29459025,9.202884185,55,10,42.28885316,16.96932022,94,45
83.21,39049008321,2299,0.800347977,8.61423221,0.42592505,Low,Very Low,Low,Moderate,-0.328172,-0.93335,-0.12749,0.076324,10.99592502,6.910239478,42,9,43.39886271,13.25287267,89,45
83.12,39049008312,4805,0.617065557,12.52465483,0.58711648,Very Low,Very Low,Low,Very Low,-0.679011,-0.968429,-0.296342,-0.772264,9.576763485,6.669779367,43,8,44.26777251,17.03201207,98,46
83.11,39049008311,4857,0.608812024,7.457627119,0.96164585,Very Low,Very Low,Low,Very Low,-0.62867,-0.985444,-0.075078,-0.825488,12.48157514,13.59074963,81,8,44.17419588,26.88830339,100,47
82.42,39049008242,6425,0.769027237,5.939177102,2.12013345,Moderate,Moderate,Very Low,Very High,-0.005691,-0.115746,-0.38321,0.481884,22.5746636,21.22971832,93,15,31.71414522,24.86068532,101,29
93.50,39049009350,2700,0.432962963,9.145880574,0.69857731,Moderate,Low,High,High,0.007891,-0.4631,0.256337,0.230436,36.25471698,26.64798975,92,27,27.72758964,27.65528407,101,21
93.40,39049009340,2816,0.518821023,11.927982,0.60563804,Moderate,Low,Moderate,High,-0.065767,-0.455661,-0.002453,0.260814,15.8093318,12.88449862,66,14,51.13448276,28.9212817,101,47
93.37,39049009337,3857,0.151672284,12.30585424,1.14602845,Very Low,Very Low,Low,Very Low,-0.538116,-0.746058,-0.239933,-0.628356,14.27427184,13.25203843,83,11,34.7301732,29.51264423,101,34
93.36,39049009336,2738,0.42184076,4.404145078,0.67848591,Moderate,Low,Low,High,-0.122622,-0.436551,-0.221375,0.29006,28.45100051,28.09103952,91,15,33.89110429,30.43641168,101,35
93.34,39049009334,2810,0.140213523,12.39078634,0.56945097,Very Low,Very Low,Low,Very Low,-0.619693,-0.64243,-0.206637,-1.010012,18.04138771,10.51414679,65,16,40.64150943,20.62799581,100,44
93.33,39049009333,2059,0.170471102,6.913827655,0.3030785,Very Low,Very Low,Moderate,Very Low,-0.538874,-0.650566,-0.047885,-0.91817,14.36342857,6.578791006,36,13,47.64833906,16.48669289,93,49
93.32,39049009332,3100,0.175483871,6.225165563,0.74298675,Low,Low,Low,Moderate,-0.127525,-0.186004,-0.214368,0.017796,16.72757009,10.41189501,65,15,41.22622951,19.16690809,100,44
93.31,39049009331,803,0.149439601,47.46008708,0.22344562,Very Low,Very Low,Very Low,Very Low,-0.742827,-0.80457,-0.989897,-0.434014,12.46383648,12.17031703,60,9,56.81603774,29.32204283,92,58
93.25,39049009325,4598,0.185515441,12.72574549,2.0235764,Low,Very Low,Low,Low,-0.369736,-0.792743,-0.137022,-0.179444,17.17296462,20.82787925,91,9,47.09181397,34.68973979,101,50
93.23,39049009323,3232,0.224319307,15.55706522,0.42705131,Very Low,Very Low,Low,Very Low,-0.676124,-0.84823,-0.293455,-0.886688,15.9007323,9.14621707,57,15,46.06747967,20.97899451,100,47
82.41,39049008241,2772,0.702380952,5.134474328,1.69653988,Very Low,Very Low,Low,Low,-0.520096,-1.041719,-0.145887,-0.372684,20.07873693,20.88098501,93,13,35.60627178,31.44870814,101,33
82.30,39049008230,1745,0.424068768,49.5412844,0.43133495,Very Low,Very Low,Very Low,Moderate,-0.566015,-0.53506,-1.150825,-0.01216,8.334138486,11.89846783,60,4,63.33037157,25.39548059,98,66
82.10,39049008210,2210,0.73438914,11.38888889,2.88614931,Very Low,Low,Low,Very Low,-0.385119,-0.452661,-0.168037,-0.53466,6.654484251,9.095912933,72,4,62.51455376,29.89214583,100,70
81.61,39049008161,7166,0.767234161,6.861120318,6.85036458,Low,Low,Moderate,Low,-0.191938,-0.380231,-0.04992,-0.145662,7.473756276,13.1407169,92,3,17.21130832,27.73077654,101,0
81.20,39049008120,3789,0.778833465,9.673444239,0.77809207,Low,Low,Moderate,Moderate,-0.139881,-0.395137,-0.029247,0.004742,13.60446429,14.13991872,83,9,43.17589286,22.6346043,98,44
73.95,39049007395,11281,0.643559968,7.712565839,3.22712613,High,High,Moderate,Very High,0.348999,0.536417,-0.062492,0.57307,18.15621633,22.94526028,93,8,36.72554933,31.69271405,101,34
73.96,39049007396,9839,0.688078057,6.012658228,6.7824983,Moderate,High,Very Low,Moderate,0.045943,0.380424,-0.459263,0.21667,25.38405203,28.41578391,94,12,14.78402746,23.03755924,101,1
11.22,39049001122,3159,0.671731561,10.496614,2.40592989,High,High,High,Moderate,0.191972,0.275254,0.280208,0.020454,9.768641618,13.27317798,89,6,43.66522116,33.83890088,101,43
19.01,39049001901,2031,0.836533727,7.266435986,0.68937603,Very High,Moderate,High,Very High,0.441317,0.074695,0.27853,0.970726,8.534743202,7.477260012,51,6,73.3024785,23.5520401,99,79
19.02,39049001902,3410,0.900879765,7.950116913,0.41748649,High,Moderate,Moderate,Very High,0.264171,0.103765,0.026425,0.662324,11.30267559,6.446359025,40,10,62.36120401,20.3516732,94,59
81.63,39049008163,3518,0.580727686,6.246016571,0.35641161,Low,Low,Moderate,Low,-0.190014,-0.441945,0.081887,-0.209984,15.64244186,15.33359857,76,11,39.69853659,22.81445515,98,41
81.64,39049008164,4008,0.681137725,14.20895522,0.50131909,Low,Low,Low,Moderate,-0.131385,-0.33177,-0.221618,0.159234,14.88263889,14.59754465,75,10,36.22468793,19.04289634,87,39
62.36,39049006236,5979,0.895467469,2.386872203,2.60097338,Very High,Very High,Very High,Very High,0.788835,1.273743,0.369952,0.72281,32.26685393,23.56622848,92,25,20.57479261,18.4235712,90,16
63.96,39049006396,4289,0.809279552,6.091596265,3.28751938,Very High,High,Very High,Very High,0.436736,0.216675,0.4545,0.639034,11.90841872,18.77370084,92,4,24.53803025,30.82056253,101,6
63.94,39049006394,2750,0.862545455,2.485659656,0.39549771,High,Very High,Moderate,Very High,0.384707,0.646463,0.006675,0.500984,12.47677476,7.807423294,46,11,37.11052632,16.28491051,70,40
93.22,39049009322,3205,0.391263651,11.13416321,0.58222401,Very Low,Very Low,Low,Low,-0.389431,-0.757791,-0.12092,-0.289582,19.46706231,14.60387782,86,16,42.79845422,18.14652799,95,46
93.21,39049009321,2164,0.410813309,8.096740273,0.38627678,Very Low,Very Low,Low,Low,-0.389919,-0.840724,-0.078178,-0.250856,18.51079137,15.47154125,78,14,42.41314131,20.38962003,90,46
79.52,39049007952,7428,0.923128702,4.220779221,3.25874596,High,Very High,Low,Very High,0.363758,0.672959,-0.073868,0.492184,24.64920516,20.17951175,92,18,33.52454642,25.73803015,101,30
79.51,39049007951,8386,0.886119723,4.945818283,2.30501519,Very High,Very High,Moderate,Very High,0.437618,0.688211,0.102962,0.521682,26.05128979,21.87904931,90,18,26.37731586,21.18209386,96,23
79.31,39049007931,4175,0.894610778,3.73088685,1.62225417,High,High,Moderate,High,0.252269,0.461014,0.068912,0.226882,15.44523044,15.96621739,87,10,36.03659319,25.58557408,101,37
78.30,39049007830,2719,0.791467451,6.458443621,0.43442877,High,Moderate,Moderate,Very High,0.192964,-0.071627,0.087092,0.563428,10.00322321,9.104549301,54,7,67.94368463,22.64124448,93,69
78.20,39049007820,4095,0.528693529,5.018083183,0.83795684,High,Moderate,Very High,High,0.339402,0.179268,0.412975,0.425964,13.78232135,13.88196366,79,9,44.71469979,32.5454702,101,47
78.12,39049007812,4094,0.883488031,9.286047597,1.6779889,Very High,High,Very High,High,0.537894,0.533884,0.643587,0.436212,21.85359288,20.67367922,92,15,42.39290898,29.79357566,101,43
78.11,39049007811,3461,0.89222768,5.243243243,0.82229549,Very High,High,Very High,Very High,0.607148,0.327791,0.99733,0.496324,22.66568297,14.80431502,87,20,37.92914382,19.30723533,100,41
69.50,39049006950,2744,0.951895044,5.904334828,1.71720096,Very High,Moderate,Very High,Very High,0.478617,0.145541,0.556493,0.733816,33.42160631,24.73697923,93,25,26.21237864,25.28162172,100,18
66,39049006600,3903,0.95874968,6.393244873,0.84746287,Very High,Very High,High,Very High,0.718919,0.911851,0.242283,1.002622,24.11271082,13.85369159,82,22,38.39055441,18.76106746,100,39
63.93,39049006393,5239,0.835464783,2.737680438,0.91244214,Very High,Very High,Very High,High,0.555231,0.957395,0.331443,0.376856,19.99695817,16.47706063,91,16,33.72042602,19.92620002,93,37
70.44,39049007044,5614,0.720342002,7.526080477,0.867057,Very High,High,Moderate,Very High,0.426769,0.416034,0.003813,0.86046,20.16800321,19.69248965,90,13,41.15264423,25.21493219,101,46
70.43,39049007043,4047,0.766740796,6.259097525,1.00646477,Very High,High,Very High,Very High,0.504964,0.363947,0.368073,0.782872,14.05868139,15.37102996,83,9,52.47602622,28.5351407,100,55
70.41,39049007041,2062,0.870029098,8.250497018,1.50054013,Very High,High,High,Very High,0.552904,0.52061,0.317157,0.820946,49.37257169,33.81489987,95,45,16.54747568,25.23733462,101,1
70.48,39049007048,5672,0.767454161,4.024640657,1.1212401,High,High,Very High,High,0.368578,0.346564,0.351593,0.407576,10.10421836,10.20231118,76,8,44.28598015,26.19365231,101,46
70.47,39049007047,3727,0.764153475,5.322966507,0.90992166,High,Moderate,High,Very High,0.350408,0.092802,0.32189,0.636532,11.85015291,12.8414416,82,8,47.16271963,29.41212054,101,48
71.98,39049007198,2812,0.81116643,5.228215768,0.59512398,Very High,High,Very High,Very High,0.44625,0.42711,0.334383,0.577258,21.72027972,19.53989605,92,16,39.48948598,25.03585992,101,43
72.02,39049007202,2915,0.582847341,13.2940406,1.54344288,High,Moderate,High,Very High,0.293398,-0.005636,0.278825,0.607006,29.39009009,27.41328821,94,17,24.88513514,29.23542764,101,9
71.99,39049007199,5271,0.682982356,5.229860818,1.37095562,High,Moderate,Very High,Very High,0.271901,-0.10574,0.386378,0.535064,24.88973384,25.48146788,93,15,37.16949582,30.52202521,101,38
72.10,39049007210,8200,0.882682927,6.981382979,9.33330507,Very High,Very High,High,Very High,0.636698,1.097943,0.298125,0.514026,24.75698428,26.90907856,94,13,10.96279052,19.25628528,101,1
72.09,39049007209,5706,0.770066597,10.00719942,2.23325174,Very High,Very High,Very High,Very High,0.599308,0.628294,0.49231,0.67732,17.24906658,22.72100286,92,8,25.29668792,29.19561189,101,12
93.12,39049009312,2996,0.302736983,19.84334204,0.61863701,Very Low,Very Low,Low,Low,-0.463879,-0.951485,-0.134435,-0.305716,19.83473862,15.62304357,80,16,33.40191119,23.36165831,99,36
93.11,39049009311,2879,0.395276138,11.32930514,0.65628049,Low,Very Low,Moderate,Moderate,-0.148255,-0.60487,0.103932,0.056174,30.0736619,25.73202534,93,20,30.88794477,24.84583754,100,35
92.50,39049009250,1889,0.727368978,8.787128713,0.44722501,Low,Low,Moderate,Very Low,-0.326783,-0.314879,-0.009965,-0.655506,13.31488698,8.4337215,52,12,53.05827506,20.91126458,99,50
92.40,39049009240,1919,0.820739969,8.383233533,0.31978702,Very Low,Very Low,Moderate,Very Low,-0.444053,-0.573431,-0.00216,-0.756568,13.47033441,6.565324736,38,13,47.18804348,15.58435909,93,48
92.30,39049009230,4429,0.592007225,15.58935361,0.712003,Low,Low,Low,Low,-0.251195,-0.419459,-0.250405,-0.083722,15.79268293,10.96257247,62,14,46.89824732,23.09385336,100,46
92.20,39049009220,2372,0.720067454,10.67518248,0.7722557,Low,Very Low,Low,High,-0.138785,-0.66409,-0.178353,0.426088,23.69590643,18.33744811,82,19,38.76205498,29.96717722,101,39
92.10,39049009210,4713,0.396138341,20.19933555,2.4632827,Moderate,Low,Moderate,High,-0.045238,-0.411049,0.04203,0.233306,11.43801186,17.12966682,89,5,53.55055069,34.6329085,101,59
91,39049009100,4737,0.907536415,5.061927841,0.80723691,Very High,Very High,Low,Very High,0.578673,1.082983,-0.116618,0.769654,26.02409639,12.91316575,73,23,43,15.82657955,100,42
90,39049009000,3257,0.922321154,10.35226456,1.03163291,Very High,Very High,Moderate,Very High,0.722322,1.234761,0.021753,0.91045,36.2782638,17.24495826,91,32,30.01886157,19.72842686,99,30
89,39049008900,5063,0.869444993,7.919687674,0.6117894,Very High,Very High,High,High,0.475516,0.884974,0.113583,0.427992,19.62884835,12.1102259,74,19,47.7981756,18.94950011,100,49
65,39049006500,3646,0.969007131,5.091937765,0.94762477,Very High,Very High,Very High,Very High,0.755444,0.895644,0.511692,0.858998,24.06352683,13.33286253,78,22,29.32051282,20.70734993,100,33
64.30,39049006430,4459,0.888540031,7.473309609,1.00208995,Very High,Very High,Very High,Very High,0.809257,0.914779,0.640425,0.872568,18.59756944,13.85969605,81,16,44.67371706,23.15609133,100,43
64.10,39049006410,2666,0.940735184,7.313317937,0.87114974,Very High,Very High,Very High,Very High,0.559827,0.688966,0.498112,0.492402,35.09411294,20.29566087,90,28,26.8856,19.03944623,90,28
63.92,39049006392,4386,0.890332877,2.523474178,1.60651855,Very High,High,High,Very High,0.487494,0.521625,0.116115,0.824742,29.09325526,23.27175271,94,21,31.83878657,23.89933773,101,34
63.91,39049006391,4770,0.892872117,5.172413793,2.54568096,Very High,Very High,Moderate,Very High,0.539668,0.891458,0.083268,0.644278,30.28347423,25.07282455,93,22,21.07531723,23.08388313,101,11
63.87,39049006387,5527,0.81436584,6.610664719,1.51006025,Very High,Very High,Very High,Very High,0.536003,0.549866,0.400937,0.657206,23.34637514,19.03270582,91,18,28.48208544,24.96162927,101,26
72.07,39049007207,4173,0.834172058,7.8994614,2.95242524,High,Moderate,High,Very High,0.218645,-0.14209,0.138232,0.659794,23.88987044,27.76950397,93,11,16.08503121,24.82151718,101,0
72.05,39049007205,3710,0.861725067,12.75510204,2.09421669,High,Low,Very High,Very High,0.274113,-0.183524,0.38247,0.623394,12.7913836,18.68750719,91,6,25.69119841,30.67077523,101,8
72.01,39049007201,613,0.941272431,4.06504065,3.71117221,High,Very High,High,High,0.388312,0.56097,0.143017,0.460948,22.68364862,29.12643892,95,8,1.975554931,8.503731061,82,0
73.94,39049007394,2806,0.894155381,4.980842912,6.90572436,High,Very High,Moderate,Very High,0.393076,0.716662,-0.011282,0.473846,38.15774379,31.2693619,95,28,4.55170506,11.60164629,98,0
74.94,39049007494,4341,0.778852799,2.916930881,1.11658569,High,High,Very High,High,0.354488,0.193052,0.48358,0.38683,14.99751166,15.20309353,88,11,39.50357698,27.75946287,101,39
75.51,39049007551,8138,0.133939543,6.676096181,1.10862785,Low,Very Low,High,High,-0.189207,-1.00676,0.167098,0.27204,13.83312461,16.30775998,91,8,35.05799373,25.26099668,101,35
106.02,39049010602,6239,0.879307581,3.775883069,1.39584109,High,Very High,Moderate,High,0.365031,0.601524,0.09476,0.39881,9.998506348,10.54678861,77,7,34.15940224,21.91694945,99,36
88.25,39049008825,6296,0.873888183,5.400843882,1.69519357,Moderate,Low,Moderate,Low,-0.122093,-0.195988,0.03632,-0.20661,10.92576687,10.6940923,77,8,28.78840639,23.35626339,99,32
88.22,39049008822,4016,0.69248008,9.460946095,2.27573917,Very Low,Very Low,Low,Very Low,-0.433394,-0.583732,-0.145965,-0.570484,13.88281131,15.93950134,88,8,29.35815874,31.98323366,101,17
88.21,39049008821,2695,0.942857143,8.126036484,1.87468508,Very Low,Very Low,Very Low,Low,-0.487374,-0.914015,-0.457325,-0.090782,15.0798296,18.20026375,85,8,37.68771995,33.73474835,101,41
88.13,39049008813,2326,0.131986242,7.575757576,0.7635803,Very Low,Very Low,Very Low,Very Low,-0.969847,-1.006806,-0.429712,-1.473024,10.15192744,9.234071394,59,8,55.06122449,26.57298796,100,51
88.12,39049008812,3034,0.275214239,9.377289377,3.31198215,Very Low,Very Low,High,Very Low,-0.515084,-1.124916,0.113823,-0.534158,14.53534718,18.28431837,90,8,44.13143816,33.69848024,101,43
